Date,blended_portfolio,norm_close
2022-12-27,-5.737031992487726,-5.737031992487726
2022-12-28,-7.1791536731424666,-7.1791536731424666
2022-12-29,-5.399100428523905,-5.399100428523905
2022-12-30,-6.038140049031255,-6.038140049031255
2023-01-03,-5.916015471635661,-5.916015471635661
2023-01-04,-4.4969196050175135,-4.4969196050175135
2023-01-05,-5.603944684132765,-5.603944684132765
2023-01-06,-3.273319223454008,-3.273319223454008
2023-01-09,-3.12066818876475,-3.12066818876475
2023-01-10,-2.4193307581708963,-2.4193307581708963
2023-01-11,-1.107047985135179,-1.107047985135179
2023-01-12,0.09164785297766433,0.09164785297766433
2023-01-13,0.4698866427751063,0.4698866427751063
2023-01-17,0.4099884865755584,0.4099884865755584
2023-01-18,-0.6768354332682947,-0.6768354332682947
2023-01-19,-1.24844764306117,-1.24844764306117
2023-01-20,0.043207536118649664,0.043207536118649664
2023-01-23,0.8721306730594987,0.8721306730594987
2023-01-24,0.7021784177938197,0.7021784177938197
2023-01-25,1.0286815481653584,1.0286815481653584
2023-01-26,1.6752879209416198,1.6752879209416198
2023-01-27,1.9589095160261172,1.9589095160261172
2023-01-30,0.9077231002334789,0.9077231002334789
2023-01-31,2.6373211805653427,2.6373211805653427
2023-02-01,3.897393955928307,3.897393955928307
2023-02-02,5.120943920544888,5.120943920544888
2023-02-03,4.20480540277109,4.20480540277109
2023-02-06,2.9894227270443556,2.9894227270443556
2023-02-07,3.625154942135829,3.625154942135829
2023-02-08,2.635743347426812,2.635743347426812
2023-02-09,1.866154265918751,1.866154265918751
2023-02-10,1.880310782709066,1.880310782709066
2023-02-13,3.0023670990299602,3.0023670990299602
2023-02-14,2.849129780095282,2.849129780095282
2023-02-15,3.1911787202393747,3.1911787202393747
2023-02-16,2.4898594342085976,2.4898594342085976
2023-02-17,2.473706553756179,2.473706553756179
2023-02-21,0.3376991807772637,0.3376991807772637
2023-02-22,0.1815611460256924,0.1815611460256924
2023-02-23,0.7340220168881668,0.7340220168881668
2023-02-24,-0.45116835000305683,-0.45116835000305683
2023-02-27,0.04006214198770824,0.04006214198770824
2023-02-28,-0.2865827192823899,-0.2865827192823899
2023-03-01,-0.10481086444084779,-0.10481086444084779
2023-03-02,0.3425537554727344,0.3425537554727344
2023-03-03,1.6285830695992054,1.6285830695992054
2023-03-06,0.5818442264730511,0.5818442264730511
2023-03-07,-0.872740034825036,-0.872740034825036
2023-03-08,-0.48583315043241754,-0.48583315043241754
2023-03-09,-2.3186572164235417,-2.3186572164235417
2023-03-10,-4.398062786881123,-4.398062786881123
2023-03-13,-5.437542180246555,-5.437542180246555
2023-03-14,-3.978731759022369,-3.978731759022369
2023-03-15,-5.799350515585838,-5.799350515585838
2023-03-16,-4.606272182838348,-4.606272182838348
2023-03-17,-6.49277477525604,-6.49277477525604
2023-03-20,-5.160115388975709,-5.160115388975709
2023-03-21,-3.9280287924260127,-3.9280287924260127
2023-03-22,-5.770879924737321,-5.770879924737321
2023-03-23,-6.068640792037132,-6.068640792037132
2023-03-24,-5.392833842315073,-5.392833842315073
2023-03-27,-4.702747123225784,-4.702747123225784
2023-03-28,-4.604954743991111,-4.604954743991111
2023-03-29,-3.4956520796310944,-3.4956520796310944
2023-03-30,-2.887170306441719,-2.887170306441719
2023-03-31,-1.5595362193097564,-1.5595362193097564
2023-04-03,-1.391090067352975,-1.391090067352975
2023-04-04,-2.324374137789792,-2.324374137789792
2023-04-05,-2.9740490813480487,-2.9740490813480487
2023-04-06,-2.743307675557479,-2.743307675557479
2023-04-10,-2.116761583056985,-2.116761583056985
2023-04-11,-1.5565124834692896,-1.5565124834692896
2023-04-12,-1.8167703196643097,-1.8167703196643097
2023-04-13,-1.0156466568714682,-1.0156466568714682
2023-04-14,-1.6945113184395437,-1.6945113184395437
2023-04-17,-1.1280272421408741,-1.1280272421408741
2023-04-18,-1.1631898355363006,-1.1631898355363006
2023-04-19,-1.1034241325664718,-1.1034241325664718
2023-04-20,-1.4568569948503702,-1.4568569948503702
2023-04-21,-1.4060797748117622,-1.4060797748117622
2023-04-24,-1.3561639997072334,-1.3561639997072334
2023-04-25,-3.1109184172510402,-3.1109184172510402
2023-04-26,-3.6776621841837196,-3.6776621841837196
2023-04-27,-2.188626910996214,-2.188626910996214
2023-04-28,-1.5399748270989848,-1.5399748270989848
2023-05-01,-1.7251386323647346,-1.7251386323647346
2023-05-02,-3.0851744447447746,-3.0851744447447746
2023-05-03,-3.1031479370271127,-3.1031479370271127
2023-05-04,-3.72481063168432,-3.72481063168432
2023-05-05,-1.9337435608345146,-1.9337435608345146
2023-05-08,-2.1732082630866114,-2.1732082630866114
2023-05-09,-2.6201363658982437,-2.6201363658982437
2023-05-10,-2.4070929600993263,-2.4070929600993263
2023-05-11,-2.943422281769431,-2.943422281769431
2023-05-12,-3.121705051620519,-3.121705051620519
2023-05-15,-2.3869994847960614,-2.3869994847960614
2023-05-16,-3.6939729092412366,-3.6939729092412366
2023-05-17,-2.367728575051137,-2.367728575051137
2023-05-18,-2.044827725026995,-2.044827725026995
2023-05-19,-2.3022581550299277,-2.3022581550299277
2023-05-22,-1.8754720788614123,-1.8754720788614123
2023-05-23,-2.7840993429949377,-2.7840993429949377
2023-05-24,-4.050423085179363,-4.050423085179363
2023-05-25,-4.157956802343783,-4.157956802343783
2023-05-26,-3.136940338417831,-3.136940338417831
2023-05-30,-3.5440165913304793,-3.5440165913304793
2023-05-31,-4.464893735557936,-4.464893735557936
2023-06-01,-3.5580940678426187,-3.5580940678426187
2023-06-02,-1.0124336790961725,-1.0124336790961725
2023-06-05,-2.045610819593004,-2.045610819593004
2023-06-06,-0.46612936992978227,-0.46612936992978227
2023-06-07,0.46192728032965663,0.46192728032965663
2023-06-08,0.47820283744484876,0.47820283744484876
2023-06-09,0.01895002163644825,0.01895002163644825
2023-06-12,0.3889645925279262,0.3889645925279262
2023-06-13,1.265058161592447,1.265058161592447
2023-06-14,0.9988377278303998,0.9988377278303998
2023-06-15,1.9437194894596996,1.9437194894596996
2023-06-16,1.6148013617801285,1.6148013617801285
2023-06-20,0.6973875373563646,0.6973875373563646
2023-06-21,0.5664967973115201,0.5664967973115201
2023-06-22,-0.20393615483505484,-0.20393615483505484
2023-06-23,-1.5921137251712894,-1.5921137251712894
2023-06-26,-0.9210087647788746,-0.9210087647788746
2023-06-27,0.38119527262510255,0.38119527262510255
2023-06-28,0.44104266027524147,0.44104266027524147
2023-06-29,1.2430844106761705,1.2430844106761705
2023-06-30,1.924062537332848,1.924062537332848
2023-07-03,2.3003551751172284,2.3003551751172284
2023-07-05,1.3781856027707065,1.3781856027707065
2023-07-06,0.03499786367446716,0.03499786367446716
2023-07-07,0.7289818602261118,0.7289818602261118
2023-07-10,1.5335517885371361,1.5335517885371361
2023-07-11,2.559699440646698,2.559699440646698
2023-07-12,3.781656376134455,3.781656376134455
2023-07-13,4.718048529642394,4.718048529642394
2023-07-14,4.038941219853259,4.038941219853259
2023-07-17,4.301549873607299,4.301549873607299
2023-07-18,5.031721298095265,5.031721298095265
2023-07-19,5.406054509953839,5.406054509953839
2023-07-20,4.811270319634739,4.811270319634739
2023-07-21,4.769028708313082,4.769028708313082
2023-07-24,5.0643256893598805,5.0643256893598805
2023-07-25,5.080745515667182,5.080745515667182
2023-07-26,5.5939067843984835,5.5939067843984835
2023-07-27,4.536798718560179,4.536798718560179
2023-07-28,5.355963562592194,5.355963562592194
2023-07-31,5.810769310905492,5.810769310905492
2023-08-01,5.1442594309124505,5.1442594309124505
2023-08-02,3.83788162113161,3.83788162113161
2023-08-03,3.4181737483781816,3.4181737483781816
2023-08-04,3.379335117238019,3.379335117238019
2023-08-07,4.15854482139992,4.15854482139992
2023-08-08,3.4344977088282715,3.4344977088282715
2023-08-09,3.0946809417935546,3.0946809417935546
